InputSentence,Method,Probabilities,ChosenSource
"['escol', 'reg', 'possu', 'turm', 'exclu', 'alun', 'deficienc']",LDA+Cosine,"{'classCadunico.csv': [0.03299999606609345, 0.016509226977825166, 1e-06, 0.012891943752765657, 0.00583389163017273, 0.013480387955904009, 1e-06, 0.028152265090408374], 'classCensoEscolar.csv': [0.06399999237060547, 0.017, 1e-06, 0.031, 1e-06, 0.032, 1e-06, 0.3809150601214364], 'classDataSUS.csv': [0.019277137041091918, 0.011156633764505387, 1e-06, 1e-06, 1e-06, 1e-06, 1e-06, 0.0], 'classIbama.csv': [0.0107095205783844, 1e-06, 1e-06, 1e-06, 1e-06, 1e-06, 1e-06, 0.0], 'classProuni.csv': [0.006646948158740997, 1e-06, 1e-06, 1e-06, 0.011039683341979979, 0.005698698997497558, 1e-06, 0.05992812934134314], 'classFies.csv': [0.02999999642372132, 0.016008947372436525, 1e-06, 0.018327038884162903, 0.020489421844482426, 0.032, 1e-06, 0.034360406637202474], 'classIBGE.csv': [0.022397847533226014, 0.018432699263095854, 1e-06, 1e-06, 1e-06, 1e-06, 1e-06, 0.0], 'classEducacaoSuperior.csv': [0.015594765663146971, 0.010005592107772828, 1e-06, 0.009414221048355105, 1e-06, 0.043, 1e-06, 0.12863964289684696]}",classCensoEscolar.csv
"['docent', 'possu', 'magist', 'cur', 'complement', 'pedagóg', 'cidad']",Cosine,"{'classCadunico.csv': 0.04222839763561256, 'classCensoEscolar.csv': 0.15871460838393184, 'classDataSUS.csv': 0.0, 'classIbama.csv': 0.0, 'classProuni.csv': 0.0, 'classFies.csv': 0.0, 'classIBGE.csv': 0.021931723165325632, 'classEducacaoSuperior.csv': 0.08039977681052936}",classCensoEscolar.csv
"['docent', 'possu', 'magist', 'cur', 'complement', 'pedagóg', 'cidad']",LDA4,"{'classCadunico.csv': [1e-06, 1e-06, 1e-06, 0.04199999749660492, 1e-06, 0.01967637383937836, 0.005006338357925415], 'classCensoEscolar.csv': [0.02799999666213989, 1e-06, 0.017, 0.0379999977350235, 1e-06, 0.016128843784332277, 0.0084676131606102], 'classDataSUS.csv': [1e-06, 1e-06, 1e-06, 0.036000000000000004, 1e-06, 0.01677621638774872, 0.01675404417514801], 'classIbama.csv': [1e-06, 1e-06, 1e-06, 0.04, 1e-06, 1e-06, 0.010361032485961914], 'classProuni.csv': [0.00573505288362503, 1e-06, 1e-06, 0.006067940711975097, 1e-06, 0.005539294481277465, 0.013266832351684571], 'classFies.csv': [0.006141654908657074, 1e-06, 1e-06, 0.027999999999999997, 1e-06, 0.005539294481277465, 0.01927934229373932], 'classIBGE.csv': [1e-06, 1e-06, 1e-06, 0.006905893206596374, 1e-06, 0.006266120433807373, 0.019789865255355837], 'classEducacaoSuperior.csv': [0.03399999594688416, 1e-06, 1e-06, 0.07399999558925628, 1e-06, 0.01275655126571655, 0.0022862711548805236]}",classEducacaoSuperior.csv
"['docent', 'possu', 'magist', 'cur', 'complement', 'pedagóg', 'cidad']",LDA+Cosine,"{'classCadunico.csv': [1e-06, 1e-06, 1e-06, 0.04199999749660492, 1e-06, 0.01967637383937836, 0.005006338357925415, 0.04222839763561256], 'classCensoEscolar.csv': [0.02799999666213989, 1e-06, 0.017, 0.0379999977350235, 1e-06, 0.016128843784332277, 0.0084676131606102, 0.15871460838393184], 'classDataSUS.csv': [1e-06, 1e-06, 1e-06, 0.036000000000000004, 1e-06, 0.01677621638774872, 0.01675404417514801, 0.0], 'classIbama.csv': [1e-06, 1e-06, 1e-06, 0.04, 1e-06, 1e-06, 0.010361032485961914, 0.0], 'classProuni.csv': [0.00573505288362503, 1e-06, 1e-06, 0.006067940711975097, 1e-06, 0.005539294481277465, 0.013266832351684571, 0.0], 'classFies.csv': [0.006141654908657074, 1e-06, 1e-06, 0.027999999999999997, 1e-06, 0.005539294481277465, 0.01927934229373932, 0.0], 'classIBGE.csv': [1e-06, 1e-06, 1e-06, 0.006905893206596374, 1e-06, 0.006266120433807373, 0.019789865255355837, 0.021931723165325632], 'classEducacaoSuperior.csv': [0.03399999594688416, 1e-06, 1e-06, 0.07399999558925628, 1e-06, 0.01275655126571655, 0.0022862711548805236, 0.08039977681052936]}",classCensoEscolar.csv
"['municíp', 'possu', '1000', 'famíl', 'particip', 'cadastr', 'únic']",Cosine,"{'classCadunico.csv': 0.28152265090408374, 'classCensoEscolar.csv': 0.021161947784524245, 'classDataSUS.csv': 0.050209644525343385, 'classIbama.csv': 0.031830350703961514, 'classProuni.csv': 0.0, 'classFies.csv': 0.017180203318601237, 'classIBGE.csv': 0.0, 'classEducacaoSuperior.csv': 0.008039977681052935}",classCadunico.csv
"['municíp', 'possu', '1000', 'famíl', 'particip', 'cadastr', 'únic']",LDA4,"{'classCadunico.csv': [0.03300000393390656, 1e-06, 1e-06, 0.099, 1e-06, 0.059000000000000004, 0.059000000000000004], 'classCensoEscolar.csv': [0.007287328094244003, 1e-06, 1e-06, 0.031829700469970704, 0.015469491243362428, 1e-06, 0.011065450906753541], 'classDataSUS.csv': [0.036000000000000004, 1e-06, 1e-06, 0.01595569229125977, 1e-06, 0.036000000000000004, 0.011177437961101532], 'classIbama.csv': [0.003978922843933106, 1e-06, 1e-06, 1e-06, 1e-06, 0.024, 1e-06], 'classProuni.csv': [0.00544000169634819, 1e-06, 1e-06, 0.005358276098966597, 0.0056569681167602534, 1e-06, 0.013711786746978758], 'classFies.csv': [0.04000000476837158, 1e-06, 1e-06, 0.014920172095298766, 0.00567320466041565, 1e-06, 0.016959424972534182], 'classIBGE.csv': [0.005583860397338867, 1e-06, 1e-06, 1e-06, 1e-06, 1e-06, 0.006085997998714446], 'classEducacaoSuperior.csv': [0.02000000238418579, 1e-06, 1e-06, 1e-06, 0.0027624091506004336, 1e-06, 0.011397807598114014]}",classCadunico.csv
"['municíp', 'possu', '1000', 'famíl', 'particip', 'cadastr', 'únic']",LDA+Cosine,"{'classCadunico.csv': [0.03300000393390656, 1e-06, 1e-06, 0.099, 1e-06, 0.059000000000000004, 0.059000000000000004, 0.28152265090408374], 'classCensoEscolar.csv': [0.007287328094244003, 1e-06, 1e-06, 0.031829700469970704, 0.015469491243362428, 1e-06, 0.011065450906753541, 0.021161947784524245], 'classDataSUS.csv': [0.036000000000000004, 1e-06, 1e-06, 0.01595569229125977, 1e-06, 0.036000000000000004, 0.011177437961101532, 0.050209644525343385], 'classIbama.csv': [0.003978922843933106, 1e-06, 1e-06, 1e-06, 1e-06, 0.024, 1e-06, 0.031830350703961514], 'classProuni.csv': [0.00544000169634819, 1e-06, 1e-06, 0.005358276098966597, 0.0056569681167602534, 1e-06, 0.013711786746978758, 0.0], 'classFies.csv': [0.04000000476837158, 1e-06, 1e-06, 0.014920172095298766, 0.00567320466041565, 1e-06, 0.016959424972534182, 0.017180203318601237], 'classIBGE.csv': [0.005583860397338867, 1e-06, 1e-06, 1e-06, 1e-06, 1e-06, 0.006085997998714446, 0.0], 'classEducacaoSuperior.csv': [0.02000000238418579, 1e-06, 1e-06, 1e-06, 0.0027624091506004336, 1e-06, 0.011397807598114014, 0.008039977681052935]}",classCadunico.csv
"['pe', 'baix', 'rend', 'trabalh', 'ult', 'me', 'municíp']",Cosine,"{'classCadunico.csv': 0.40820784381092146, 'classCensoEscolar.csv': 0.010580973892262122, 'classDataSUS.csv': 0.0, 'classIbama.csv': 0.0, 'classProuni.csv': 0.019976043113781046, 'classFies.csv': 0.0, 'classIBGE.csv': 0.08772689266130253, 'classEducacaoSuperior.csv': 0.008039977681052935}",classCadunico.csv
"['pe', 'baix', 'rend', 'trabalh', 'ult', 'me', 'municíp']",LDA4,"{'classCadunico.csv': [0.17600000000000002, 0.021000002503395083, 0.021, 0.020644063830375668, 0.02736003363132477, 0.096, 0.03300000393390656], 'classCensoEscolar.csv': [0.016565737128257752, 1e-06, 1e-06, 1e-06, 1e-06, 0.02, 0.007287328094244003], 'classDataSUS.csv': [0.00482886016368866, 1e-06, 1e-06, 1e-06, 1e-06, 0.006829624056816101, 0.036000000000000004], 'classIbama.csv': [0.0037155921459198, 0.0036825485229492185, 0.012039382338523865, 1e-06, 1e-06, 0.0040277552604675295, 0.003978922843933106], 'classProuni.csv': [0.0063576014637947076, 1e-06, 0.010474573016166687, 1e-06, 0.01384101176261902, 0.035510164797306065, 0.00544000169634819], 'classFies.csv': [1e-06, 0.017059965729713442, 0.00500953233242035, 1e-06, 1e-06, 0.036000004291534424, 0.04000000476837158], 'classIBGE.csv': [0.00682401216030121, 0.0069064489603042605, 0.020564541578292846, 1e-06, 1e-06, 0.0073522949814796455, 0.005583860397338867], 'classEducacaoSuperior.csv': [0.018268721550703047, 1e-06, 1e-06, 1e-06, 0.009736605882644654, 0.013014876842498779, 0.02000000238418579]}",classCadunico.csv
"['pe', 'baix', 'rend', 'trabalh', 'ult', 'me', 'municíp']",LDA+Cosine,"{'classCadunico.csv': [0.17600000000000002, 0.021000002503395083, 0.021, 0.020644063830375668, 0.02736003363132477, 0.096, 0.03300000393390656, 0.40820784381092146], 'classCensoEscolar.csv': [0.016565737128257752, 1e-06, 1e-06, 1e-06, 1e-06, 0.02, 0.007287328094244003, 0.010580973892262122], 'classDataSUS.csv': [0.00482886016368866, 1e-06, 1e-06, 1e-06, 1e-06, 0.006829624056816101, 0.036000000000000004, 0.0], 'classIbama.csv': [0.0037155921459198, 0.0036825485229492185, 0.012039382338523865, 1e-06, 1e-06, 0.0040277552604675295, 0.003978922843933106, 0.0], 'classProuni.csv': [0.0063576014637947076, 1e-06, 0.010474573016166687, 1e-06, 0.01384101176261902, 0.035510164797306065, 0.00544000169634819, 0.019976043113781046], 'classFies.csv': [1e-06, 0.017059965729713442, 0.00500953233242035, 1e-06, 1e-06, 0.036000004291534424, 0.04000000476837158, 0.0], 'classIBGE.csv': [0.00682401216030121, 0.0069064489603042605, 0.020564541578292846, 1e-06, 1e-06, 0.0073522949814796455, 0.005583860397338867, 0.08772689266130253], 'classEducacaoSuperior.csv': [0.018268721550703047, 1e-06, 1e-06, 1e-06, 0.009736605882644654, 0.013014876842498779, 0.02000000238418579, 0.008039977681052935]}",classCadunico.csv
"['rend', 'méd', 'famil', 'pe', 'inclu', 'cadun']",Cosine,"{'classCadunico.csv': 0.3800990210912009, 'classCensoEscolar.csv': 0.0, 'classDataSUS.csv': 0.0, 'classIbama.csv': 0.0, 'classProuni.csv': 0.021576592600105155, 'classFies.csv': 0.0, 'classIBGE.csv': 0.04737793696791343, 'classEducacaoSuperior.csv': 0.0}",classCadunico.csv
"['rend', 'méd', 'famil', 'pe', 'inclu', 'cadun']",LDA4,"{'classCadunico.csv': [0.021, 0.024, 0.006299138069152832, 0.17600000000000002, 0.02099999874830246, 1e-06], 'classCensoEscolar.csv': [1e-06, 0.007881739228963852, 0.007185432761907576, 0.016565737128257752, 0.008063961267471314, 1e-06], 'classDataSUS.csv': [1e-06, 0.017501325845718382, 1e-06, 0.00482886016368866, 0.018748128175735467, 1e-06], 'classIbama.csv': [0.012039382338523865, 1e-06, 0.0037607378959655757, 0.0037155921459198, 0.01050163722038269, 1e-06], 'classProuni.csv': [0.010474573016166687, 0.012530784130096437, 0.0054425354599952685, 0.0063576014637947076, 0.01356730842590332, 1e-06], 'classFies.csv': [0.00500953233242035, 1e-06, 1e-06, 1e-06, 1e-06, 1e-06], 'classIBGE.csv': [0.020564541578292846, 0.007042203903198242, 0.006549446046352387, 0.00682401216030121, 1e-06, 1e-06], 'classEducacaoSuperior.csv': [1e-06, 1e-06, 1e-06, 0.018268721550703047, 1e-06, 1e-06]}",classCadunico.csv
"['rend', 'méd', 'famil', 'pe', 'inclu', 'cadun']",LDA+Cosine,"{'classCadunico.csv': [0.021, 0.024, 0.006299138069152832, 0.17600000000000002, 0.02099999874830246, 1e-06, 0.3800990210912009], 'classCensoEscolar.csv': [1e-06, 0.007881739228963852, 0.007185432761907576, 0.016565737128257752, 0.008063961267471314, 1e-06, 0.0], 'classDataSUS.csv': [1e-06, 0.017501325845718382, 1e-06, 0.00482886016368866, 0.018748128175735467, 1e-06, 0.0], 'classIbama.csv': [0.012039382338523865, 1e-06, 0.0037607378959655757, 0.0037155921459198, 0.01050163722038269, 1e-06, 0.0], 'classProuni.csv': [0.010474573016166687, 0.012530784130096437, 0.0054425354599952685, 0.0063576014637947076, 0.01356730842590332, 1e-06, 0.021576592600105155], 'classFies.csv': [0.00500953233242035, 1e-06, 1e-06, 1e-06, 1e-06, 1e-06, 0.0], 'classIBGE.csv': [0.020564541578292846, 0.007042203903198242, 0.006549446046352387, 0.00682401216030121, 1e-06, 1e-06, 0.04737793696791343], 'classEducacaoSuperior.csv': [1e-06, 1e-06, 1e-06, 0.018268721550703047, 1e-06, 1e-06, 0.0]}",classCadunico.csv
"['val', 'méd', 'receb', 'aposentad', 'famíl', 'baix', 'rend']",Cosine,"{'classCadunico.csv': 0.36597944617530886, 'classCensoEscolar.csv': 0.010580973892262122, 'classDataSUS.csv': 0.0, 'classIbama.csv': 0.0, 'classProuni.csv': 0.019976043113781046, 'classFies.csv': 0.05154060995580371, 'classIBGE.csv': 0.043863446330651264, 'classEducacaoSuperior.csv': 0.008039977681052935}",classCadunico.csv
"['val', 'méd', 'receb', 'aposentad', 'famíl', 'baix', 'rend']",LDA4,"{'classCadunico.csv': [0.126, 1e-06, 0.096, 0.017967415928840637, 0.099, 0.021000002503395083, 0.021], 'classCensoEscolar.csv': [0.010002020597457886, 0.02000000238418579, 1e-06, 1e-06, 0.031829700469970704, 1e-06, 1e-06], 'classDataSUS.csv': [0.01601329803466797, 1e-06, 0.020496831893920896, 1e-06, 0.01595569229125977, 1e-06, 1e-06], 'classIbama.csv': [0.010008311271667479, 0.004439590454101563, 1e-06, 1e-06, 1e-06, 0.0036825485229492185, 0.012039382338523865], 'classProuni.csv': [0.010900795698165894, 0.011000001311302184, 1e-06, 0.00996172797679901, 0.005358276098966597, 1e-06, 0.010474573016166687], 'classFies.csv': [0.035, 0.03200000381469727, 1e-06, 1e-06, 0.014920172095298766, 0.017059965729713442, 0.00500953233242035], 'classIBGE.csv': [0.01997704291343689, 0.006784824848175049, 1e-06, 1e-06, 1e-06, 0.0069064489603042605, 0.020564541578292846], 'classEducacaoSuperior.csv': [0.010575097799301148, 0.01168864345550537, 1e-06, 0.010569068193435671, 1e-06, 1e-06, 1e-06]}",classCadunico.csv
"['val', 'méd', 'receb', 'aposentad', 'famíl', 'baix', 'rend']",LDA+Cosine,"{'classCadunico.csv': [0.126, 1e-06, 0.096, 0.017967415928840637, 0.099, 0.021000002503395083, 0.021, 0.36597944617530886], 'classCensoEscolar.csv': [0.010002020597457886, 0.02000000238418579, 1e-06, 1e-06, 0.031829700469970704, 1e-06, 1e-06, 0.010580973892262122], 'classDataSUS.csv': [0.01601329803466797, 1e-06, 0.020496831893920896, 1e-06, 0.01595569229125977, 1e-06, 1e-06, 0.0], 'classIbama.csv': [0.010008311271667479, 0.004439590454101563, 1e-06, 1e-06, 1e-06, 0.0036825485229492185, 0.012039382338523865, 0.0], 'classProuni.csv': [0.010900795698165894, 0.011000001311302184, 1e-06, 0.00996172797679901, 0.005358276098966597, 1e-06, 0.010474573016166687, 0.019976043113781046], 'classFies.csv': [0.035, 0.03200000381469727, 1e-06, 1e-06, 0.014920172095298766, 0.017059965729713442, 0.00500953233242035, 0.05154060995580371], 'classIBGE.csv': [0.01997704291343689, 0.006784824848175049, 1e-06, 1e-06, 1e-06, 0.0069064489603042605, 0.020564541578292846, 0.043863446330651264], 'classEducacaoSuperior.csv': [0.010575097799301148, 0.01168864345550537, 1e-06, 0.010569068193435671, 1e-06, 1e-06, 1e-06, 0.008039977681052935]}",classCadunico.csv
"['famíl', 'quilombol', 'frequent', 'centr', 'assist']",Cosine,"{'classCadunico.csv': 0.31644698806466953, 'classCensoEscolar.csv': 0.012519577145903361, 'classDataSUS.csv': 0.07921180343813394, 'classIbama.csv': 0.0, 'classProuni.csv': 0.0, 'classFies.csv': 0.0, 'classIBGE.csv': 0.0, 'classEducacaoSuperior.csv': 0.009513029883089882}",classCadunico.csv
"['famíl', 'quilombol', 'frequent', 'centr', 'assist']",LDA4,"{'classCadunico.csv': [0.099, 1e-06, 1e-06, 0.012125734806060792, 1e-06], 'classCensoEscolar.csv': [0.031829700469970704, 1e-06, 1e-06, 1e-06, 0.010338785648345948], 'classDataSUS.csv': [0.01595569229125977, 1e-06, 1e-06, 0.018202860832214358, 0.036000000000000004], 'classIbama.csv': [1e-06, 1e-06, 1e-06, 1e-06, 1e-06], 'classProuni.csv': [0.005358276098966597, 1e-06, 1e-06, 1e-06, 1e-06], 'classFies.csv': [0.014920172095298766, 1e-06, 1e-06, 0.017240051209926603, 0.010338785648345948], 'classIBGE.csv': [1e-06, 1e-06, 1e-06, 0.006564594507217407, 0.019643692731857298], 'classEducacaoSuperior.csv': [1e-06, 1e-06, 1e-06, 0.0025261947512626648, 1e-06]}",classCadunico.csv
"['famíl', 'quilombol', 'frequent', 'centr', 'assist']",LDA+Cosine,"{'classCadunico.csv': [0.099, 1e-06, 1e-06, 0.012125734806060792, 1e-06, 0.31644698806466953], 'classCensoEscolar.csv': [0.031829700469970704, 1e-06, 1e-06, 1e-06, 0.010338785648345948, 0.012519577145903361], 'classDataSUS.csv': [0.01595569229125977, 1e-06, 1e-06, 0.018202860832214358, 0.036000000000000004, 0.07921180343813394], 'classIbama.csv': [1e-06, 1e-06, 1e-06, 1e-06, 1e-06, 0.0], 'classProuni.csv': [0.005358276098966597, 1e-06, 1e-06, 1e-06, 1e-06, 0.0], 'classFies.csv': [0.014920172095298766, 1e-06, 1e-06, 0.017240051209926603, 0.010338785648345948, 0.0], 'classIBGE.csv': [1e-06, 1e-06, 1e-06, 0.006564594507217407, 0.019643692731857298, 0.0], 'classEducacaoSuperior.csv': [1e-06, 1e-06, 1e-06, 0.0025261947512626648, 1e-06, 0.009513029883089882]}",classCadunico.csv
"['pe', 'baix', 'rend', 'conclu', 'cur', 'sup']",Cosine,"{'classCadunico.csv': 0.36489506024755286, 'classCensoEscolar.csv': 0.011428758022062363, 'classDataSUS.csv': 0.0, 'classIbama.csv': 0.0, 'classProuni.csv': 0.021576592600105155, 'classFies.csv': 0.0, 'classIBGE.csv': 0.04737793696791343, 'classEducacaoSuperior.csv': 0.008684168428648435}",classCadunico.csv
"['pe', 'baix', 'rend', 'conclu', 'cur', 'sup']",LDA4,"{'classCadunico.csv': [0.17600000000000002, 0.021000002503395083, 0.021, 1e-06, 0.04199999749660492, 1e-06], 'classCensoEscolar.csv': [0.016565737128257752, 1e-06, 1e-06, 1e-06, 0.0379999977350235, 0.03699999779462814], 'classDataSUS.csv': [0.00482886016368866, 1e-06, 1e-06, 1e-06, 0.036000000000000004, 1e-06], 'classIbama.csv': [0.0037155921459198, 0.0036825485229492185, 0.012039382338523865, 1e-06, 0.04, 0.012348640739917757], 'classProuni.csv': [0.0063576014637947076, 1e-06, 0.010474573016166687, 1e-06, 0.006067940711975097, 0.010999999344348909], 'classFies.csv': [1e-06, 0.017059965729713442, 0.00500953233242035, 1e-06, 0.027999999999999997, 0.07699999541044235], 'classIBGE.csv': [0.00682401216030121, 0.0069064489603042605, 0.020564541578292846, 1e-06, 0.006905893206596374, 0.011021031975746156], 'classEducacaoSuperior.csv': [0.018268721550703047, 1e-06, 1e-06, 1e-06, 0.07399999558925628, 0.047999997138977055]}",classCadunico.csv
"['pe', 'baix', 'rend', 'conclu', 'cur', 'sup']",LDA+Cosine,"{'classCadunico.csv': [0.17600000000000002, 0.021000002503395083, 0.021, 1e-06, 0.04199999749660492, 1e-06, 0.36489506024755286], 'classCensoEscolar.csv': [0.016565737128257752, 1e-06, 1e-06, 1e-06, 0.0379999977350235, 0.03699999779462814, 0.011428758022062363], 'classDataSUS.csv': [0.00482886016368866, 1e-06, 1e-06, 1e-06, 0.036000000000000004, 1e-06, 0.0], 'classIbama.csv': [0.0037155921459198, 0.0036825485229492185, 0.012039382338523865, 1e-06, 0.04, 0.012348640739917757, 0.0], 'classProuni.csv': [0.0063576014637947076, 1e-06, 0.010474573016166687, 1e-06, 0.006067940711975097, 0.010999999344348909, 0.021576592600105155], 'classFies.csv': [1e-06, 0.017059965729713442, 0.00500953233242035, 1e-06, 0.027999999999999997, 0.07699999541044235, 0.0], 'classIBGE.csv': [0.00682401216030121, 0.0069064489603042605, 0.020564541578292846, 1e-06, 0.006905893206596374, 0.011021031975746156, 0.04737793696791343], 'classEducacaoSuperior.csv': [0.018268721550703047, 1e-06, 1e-06, 1e-06, 0.07399999558925628, 0.047999997138977055, 0.008684168428648435]}",classCadunico.csv
"['famíl', 'indígen', 'receb', 'pem', 'alimentíc', 'reg']",Cosine,"{'classCadunico.csv': 0.27367129518566463, 'classCensoEscolar.csv': 0.057143790110311815, 'classDataSUS.csv': 0.0, 'classIbama.csv': 0.0, 'classProuni.csv': 0.04315318520021031, 'classFies.csv': 0.0, 'classIBGE.csv': 0.0, 'classEducacaoSuperior.csv': 0.0}",classCadunico.csv
"['famíl', 'indígen', 'receb', 'pem', 'alimentíc', 'reg']",LDA4,"{'classCadunico.csv': [0.099, 1e-06, 0.006012158393859863, 0.027000000000000003, 0.026000000000000002, 0.016509226977825166], 'classCensoEscolar.csv': [0.031829700469970704, 1e-06, 1e-06, 1e-06, 1e-06, 0.017], 'classDataSUS.csv': [0.01595569229125977, 1e-06, 1e-06, 1e-06, 1e-06, 0.011156633764505387], 'classIbama.csv': [1e-06, 1e-06, 1e-06, 1e-06, 1e-06, 1e-06], 'classProuni.csv': [0.005358276098966597, 1e-06, 1e-06, 1e-06, 1e-06, 1e-06], 'classFies.csv': [0.014920172095298766, 1e-06, 1e-06, 1e-06, 1e-06, 0.016008947372436525], 'classIBGE.csv': [1e-06, 1e-06, 1e-06, 1e-06, 1e-06, 0.018432699263095854], 'classEducacaoSuperior.csv': [1e-06, 1e-06, 1e-06, 1e-06, 1e-06, 0.010005592107772828]}",classCadunico.csv
"['famíl', 'indígen', 'receb', 'pem', 'alimentíc', 'reg']",LDA+Cosine,"{'classCadunico.csv': [0.099, 1e-06, 0.006012158393859863, 0.027000000000000003, 0.026000000000000002, 0.016509226977825166, 0.27367129518566463], 'classCensoEscolar.csv': [0.031829700469970704, 1e-06, 1e-06, 1e-06, 1e-06, 0.017, 0.057143790110311815], 'classDataSUS.csv': [0.01595569229125977, 1e-06, 1e-06, 1e-06, 1e-06, 0.011156633764505387, 0.0], 'classIbama.csv': [1e-06, 1e-06, 1e-06, 1e-06, 1e-06, 1e-06, 0.0], 'classProuni.csv': [0.005358276098966597, 1e-06, 1e-06, 1e-06, 1e-06, 1e-06, 0.04315318520021031], 'classFies.csv': [0.014920172095298766, 1e-06, 1e-06, 1e-06, 1e-06, 0.016008947372436525, 0.0], 'classIBGE.csv': [1e-06, 1e-06, 1e-06, 1e-06, 1e-06, 0.018432699263095854, 0.0], 'classEducacaoSuperior.csv': [1e-06, 1e-06, 1e-06, 1e-06, 1e-06, 0.010005592107772828, 0.0]}",classCadunico.csv
"['financ', 'conced', 'univ', 'fed', 'cidad']",Cosine,"{'classCadunico.csv': 0.01665510463498261, 'classCensoEscolar.csv': 0.0, 'classDataSUS.csv': 0.03960590171906697, 'classIbama.csv': 0.0, 'classProuni.csv': 0.047271945924706536, 'classFies.csv': 0.22360679774997896, 'classIBGE.csv': 0.025949964805384095, 'classEducacaoSuperior.csv': 0.009513029883089882}",classFies.csv
"['financ', 'conced', 'univ', 'fed', 'cidad']",LDA4,"{'classCadunico.csv': [1e-06, 0.0056600475311279295, 0.02228206765651703, 0.016413055747747422, 0.005006338357925415], 'classCensoEscolar.csv': [1e-06, 1e-06, 0.013914852857589722, 0.011079140424728394, 0.0084676131606102], 'classDataSUS.csv': [0.01848883581161499, 0.018319800853729248, 0.0050564312934875495, 0.011000000000000001, 0.01675404417514801], 'classIbama.csv': [0.004641339302062989, 1e-06, 1e-06, 0.028999999999999998, 0.010361032485961914], 'classProuni.csv': [0.005318406939506529, 0.033, 0.005546947240829468, 0.011789464235305785, 0.013266832351684571], 'classFies.csv': [0.081, 1e-06, 0.006225261569023132, 0.037000000000000005, 0.01927934229373932], 'classIBGE.csv': [1e-06, 1e-06, 0.018558345437049862, 0.02374541842937469, 0.019789865255355837], 'classEducacaoSuperior.csv': [1e-06, 1e-06, 0.012999999225139615, 0.01714831161499024, 0.0022862711548805236]}",classFies.csv
"['financ', 'conced', 'univ', 'fed', 'cidad']",LDA+Cosine,"{'classCadunico.csv': [1e-06, 0.0056600475311279295, 0.02228206765651703, 0.016413055747747422, 0.005006338357925415, 0.01665510463498261], 'classCensoEscolar.csv': [1e-06, 1e-06, 0.013914852857589722, 0.011079140424728394, 0.0084676131606102, 0.0], 'classDataSUS.csv': [0.01848883581161499, 0.018319800853729248, 0.0050564312934875495, 0.011000000000000001, 0.01675404417514801, 0.03960590171906697], 'classIbama.csv': [0.004641339302062989, 1e-06, 1e-06, 0.028999999999999998, 0.010361032485961914, 0.0], 'classProuni.csv': [0.005318406939506529, 0.033, 0.005546947240829468, 0.011789464235305785, 0.013266832351684571, 0.047271945924706536], 'classFies.csv': [0.081, 1e-06, 0.006225261569023132, 0.037000000000000005, 0.01927934229373932, 0.22360679774997896], 'classIBGE.csv': [1e-06, 1e-06, 0.018558345437049862, 0.02374541842937469, 0.019789865255355837, 0.025949964805384095], 'classEducacaoSuperior.csv': [1e-06, 1e-06, 0.012999999225139615, 0.01714831161499024, 0.0022862711548805236, 0.009513029883089882]}",classFies.csv
"['percent', 'méd', 'financ', 'solicit', 'estud']",Cosine,"{'classCadunico.csv': 0.0, 'classCensoEscolar.csv': 0.012519577145903361, 'classDataSUS.csv': 0.03960590171906697, 'classIbama.csv': 0.0, 'classProuni.csv': 0.0709079188870598, 'classFies.csv': 0.4675414862045015, 'classIBGE.csv': 0.0, 'classEducacaoSuperior.csv': 0.009513029883089882}",classFies.csv
"['percent', 'méd', 'financ', 'solicit', 'estud']",LDA4,"{'classCadunico.csv': [0.0059535872936248785, 1e-06, 1e-06, 0.00582377791404724, 0.013576000392436982], 'classCensoEscolar.csv': [1e-06, 0.02000000238418579, 1e-06, 1e-06, 0.015633305072784424], 'classDataSUS.csv': [1e-06, 1e-06, 0.01848883581161499, 1e-06, 1e-06], 'classIbama.csv': [1e-06, 0.004439590454101563, 0.004641339302062989, 1e-06, 1e-06], 'classProuni.csv': [1e-06, 0.011000001311302184, 0.005318406939506529, 0.012849040031433105, 0.022000000000000002], 'classFies.csv': [0.042, 0.03200000381469727, 0.081, 0.009766759872436524, 0.111], 'classIBGE.csv': [0.019767514467239383, 0.006784824848175049, 1e-06, 1e-06, 1e-06], 'classEducacaoSuperior.csv': [1e-06, 0.01168864345550537, 1e-06, 1e-06, 0.011182362794876098]}",classFies.csv
