InputSentence,Method,Probabilities,ChosenSource
"['alun', 'cotist', 'ingr', 'ensin', 'sup', 'est', 'turn', 'noturn']",Cosine,"{'classCadunico.csv': 0.0, 'classCensoEscolar.csv': 0.21774708517784638, 'classDataSUS.csv': 0.04696682183138621, 'classIbama.csv': 0.0, 'classProuni.csv': 0.18685877318798394, 'classFies.csv': 0.11249426064331437, 'classIBGE.csv': 0.041030496993110906, 'classEducacaoSuperior.csv': 0.24818344550842703}",classEducacaoSuperior.csv
"['alun', 'cotist', 'ingr', 'ensin', 'sup', 'est', 'turn', 'noturn']",LDA4,"{'classCadunico.csv': [0.013480387955904009, 1e-06, 1e-06, 0.014894034683704375, 1e-06, 0.017019789040088655, 1e-06, 1e-06], 'classCensoEscolar.csv': [0.032, 1e-06, 1e-06, 0.051, 0.03699999779462814, 0.0027713757753372197, 1e-06, 1e-06], 'classDataSUS.csv': [1e-06, 1e-06, 1e-06, 1e-06, 1e-06, 0.036000000000000004, 1e-06, 1e-06], 'classIbama.csv': [1e-06, 1e-06, 1e-06, 1e-06, 0.012348640739917757, 1e-06, 1e-06, 1e-06], 'classProuni.csv': [0.005698698997497558, 1e-06, 1e-06, 0.066, 0.010999999344348909, 1e-06, 1e-06, 1e-06], 'classFies.csv': [0.032, 1e-06, 1e-06, 0.057999999999999996, 0.07699999541044235, 0.032, 0.018045507431030276, 1e-06], 'classIBGE.csv': [1e-06, 1e-06, 1e-06, 0.024968652486801145, 0.011021031975746156, 0.005201447963714599, 1e-06, 1e-06], 'classEducacaoSuperior.csv': [0.043, 1e-06, 1e-06, 0.048, 0.047999997138977055, 0.0109817533493042, 1e-06, 1e-06]}",classFies.csv
"['alun', 'cotist', 'ingr', 'ensin', 'sup', 'est', 'turn', 'noturn']",LDA+Cosine,"{'classCadunico.csv': [0.013480387955904009, 1e-06, 1e-06, 0.014894034683704375, 1e-06, 0.017019789040088655, 1e-06, 1e-06, 0.0], 'classCensoEscolar.csv': [0.032, 1e-06, 1e-06, 0.051, 0.03699999779462814, 0.0027713757753372197, 1e-06, 1e-06, 0.21774708517784638], 'classDataSUS.csv': [1e-06, 1e-06, 1e-06, 1e-06, 1e-06, 0.036000000000000004, 1e-06, 1e-06, 0.04696682183138621], 'classIbama.csv': [1e-06, 1e-06, 1e-06, 1e-06, 0.012348640739917757, 1e-06, 1e-06, 1e-06, 0.0], 'classProuni.csv': [0.005698698997497558, 1e-06, 1e-06, 0.066, 0.010999999344348909, 1e-06, 1e-06, 1e-06, 0.18685877318798394], 'classFies.csv': [0.032, 1e-06, 1e-06, 0.057999999999999996, 0.07699999541044235, 0.032, 0.018045507431030276, 1e-06, 0.11249426064331437], 'classIBGE.csv': [1e-06, 1e-06, 1e-06, 0.024968652486801145, 0.011021031975746156, 0.005201447963714599, 1e-06, 1e-06, 0.041030496993110906], 'classEducacaoSuperior.csv': [0.043, 1e-06, 1e-06, 0.048, 0.047999997138977055, 0.0109817533493042, 1e-06, 1e-06, 0.24818344550842703]}",classEducacaoSuperior.csv
"['estud', 'bol', 'proun']",Cosine,"{'classCadunico.csv': 0.0, 'classCensoEscolar.csv': 0.0161627045958809, 'classDataSUS.csv': 0.0, 'classIbama.csv': 0.0, 'classProuni.csv': 0.24411127907894134, 'classFies.csv': 0.262431940540739, 'classIBGE.csv': 0.0, 'classEducacaoSuperior.csv': 0.012281268769726867}",classFies.csv
"['estud', 'bol', 'proun']",LDA4,"{'classCadunico.csv': [0.013576000392436982, 1e-06, 1e-06], 'classCensoEscolar.csv': [0.015633305072784424, 1e-06, 1e-06], 'classDataSUS.csv': [1e-06, 1e-06, 1e-06], 'classIbama.csv': [1e-06, 1e-06, 1e-06], 'classProuni.csv': [0.022000000000000002, 0.09699999999999999, 0.043], 'classFies.csv': [0.111, 1e-06, 1e-06], 'classIBGE.csv': [1e-06, 1e-06, 1e-06], 'classEducacaoSuperior.csv': [0.011182362794876098, 1e-06, 1e-06]}",classProuni.csv
"['estud', 'bol', 'proun']",LDA+Cosine,"{'classCadunico.csv': [0.013576000392436982, 1e-06, 1e-06, 0.0], 'classCensoEscolar.csv': [0.015633305072784424, 1e-06, 1e-06, 0.0161627045958809], 'classDataSUS.csv': [1e-06, 1e-06, 1e-06, 0.0], 'classIbama.csv': [1e-06, 1e-06, 1e-06, 0.0], 'classProuni.csv': [0.022000000000000002, 0.09699999999999999, 0.043, 0.24411127907894134], 'classFies.csv': [0.111, 1e-06, 1e-06, 0.262431940540739], 'classIBGE.csv': [1e-06, 1e-06, 1e-06, 0.0], 'classEducacaoSuperior.csv': [0.011182362794876098, 1e-06, 1e-06, 0.012281268769726867]}",classProuni.csv
"['institu', 'ensin', 'ofert', 'bol', 'proun', 'integr']",Cosine,"{'classCadunico.csv': 0.0, 'classCensoEscolar.csv': 0.2171464024191849, 'classDataSUS.csv': 0.0, 'classIbama.csv': 0.0, 'classProuni.csv': 0.40995525940199795, 'classFies.csv': 0.16701066428067127, 'classIBGE.csv': 0.0, 'classEducacaoSuperior.csv': 0.37341924243188274}",classProuni.csv
"['institu', 'ensin', 'ofert', 'bol', 'proun', 'integr']",LDA4,"{'classCadunico.csv': [0.005481867790222168, 0.014894034683704375, 1e-06, 1e-06, 1e-06, 1e-06], 'classCensoEscolar.csv': [0.012656704902648927, 0.051, 1e-06, 1e-06, 1e-06, 0.010083338141441344], 'classDataSUS.csv': [0.02091782283782959, 1e-06, 1e-06, 1e-06, 1e-06, 1e-06], 'classIbama.csv': [0.011046250820159913, 1e-06, 1e-06, 1e-06, 1e-06, 1e-06], 'classProuni.csv': [0.040999999999999995, 0.066, 1e-06, 0.09699999999999999, 0.043, 0.01958687746524811], 'classFies.csv': [0.005800989747047424, 0.057999999999999996, 1e-06, 1e-06, 1e-06, 1e-06], 'classIBGE.csv': [1e-06, 0.024968652486801145, 1e-06, 1e-06, 1e-06, 1e-06], 'classEducacaoSuperior.csv': [0.015514959692955016, 0.048, 1e-06, 1e-06, 1e-06, 1e-06]}",classProuni.csv
"['institu', 'ensin', 'ofert', 'bol', 'proun', 'integr']",LDA+Cosine,"{'classCadunico.csv': [0.005481867790222168, 0.014894034683704375, 1e-06, 1e-06, 1e-06, 1e-06, 0.0], 'classCensoEscolar.csv': [0.012656704902648927, 0.051, 1e-06, 1e-06, 1e-06, 0.010083338141441344, 0.2171464024191849], 'classDataSUS.csv': [0.02091782283782959, 1e-06, 1e-06, 1e-06, 1e-06, 1e-06, 0.0], 'classIbama.csv': [0.011046250820159913, 1e-06, 1e-06, 1e-06, 1e-06, 1e-06, 0.0], 'classProuni.csv': [0.040999999999999995, 0.066, 1e-06, 0.09699999999999999, 0.043, 0.01958687746524811, 0.40995525940199795], 'classFies.csv': [0.005800989747047424, 0.057999999999999996, 1e-06, 1e-06, 1e-06, 1e-06, 0.16701066428067127], 'classIBGE.csv': [1e-06, 0.024968652486801145, 1e-06, 1e-06, 1e-06, 1e-06, 0.0], 'classEducacaoSuperior.csv': [0.015514959692955016, 0.048, 1e-06, 1e-06, 1e-06, 1e-06, 0.37341924243188274]}",classProuni.csv
"['bol', 'integr', 'parc', 'municíp']",Cosine,"{'classCadunico.csv': 0.0558629192042894, 'classCensoEscolar.csv': 0.04199193832168908, 'classDataSUS.csv': 0.0, 'classIbama.csv': 0.0, 'classProuni.csv': 0.15855492677450697, 'classFies.csv': 0.0, 'classIBGE.csv': 0.0, 'classEducacaoSuperior.csv': 0.03190767223586378}",classProuni.csv
"['bol', 'integr', 'parc', 'municíp']",LDA4,"{'classCadunico.csv': [1e-06, 0.011714036464691165, 1e-06, 0.03300000393390656], 'classCensoEscolar.csv': [1e-06, 0.008094064593315124, 1e-06, 0.007287328094244003], 'classDataSUS.csv': [1e-06, 0.018237579345703126, 1e-06, 0.036000000000000004], 'classIbama.csv': [1e-06, 0.01086106213927269, 1e-06, 0.003978922843933106], 'classProuni.csv': [0.09699999999999999, 0.040999999999999995, 0.033, 0.00544000169634819], 'classFies.csv': [0.02300628840923309, 0.020655956089496608, 1e-06, 0.04000000476837158], 'classIBGE.csv': [1e-06, 0.020882082551717758, 1e-06, 0.005583860397338867], 'classEducacaoSuperior.csv': [1e-06, 0.009617702364921571, 1e-06, 0.02000000238418579]}",classProuni.csv
"['bol', 'integr', 'parc', 'municíp']",LDA+Cosine,"{'classCadunico.csv': [1e-06, 0.011714036464691165, 1e-06, 0.03300000393390656, 0.0558629192042894], 'classCensoEscolar.csv': [1e-06, 0.008094064593315124, 1e-06, 0.007287328094244003, 0.04199193832168908], 'classDataSUS.csv': [1e-06, 0.018237579345703126, 1e-06, 0.036000000000000004, 0.0], 'classIbama.csv': [1e-06, 0.01086106213927269, 1e-06, 0.003978922843933106, 0.0], 'classProuni.csv': [0.09699999999999999, 0.040999999999999995, 0.033, 0.00544000169634819, 0.15855492677450697], 'classFies.csv': [0.02300628840923309, 0.020655956089496608, 1e-06, 0.04000000476837158, 0.0], 'classIBGE.csv': [1e-06, 0.020882082551717758, 1e-06, 0.005583860397338867, 0.0], 'classEducacaoSuperior.csv': [1e-06, 0.009617702364921571, 1e-06, 0.02000000238418579, 0.03190767223586378]}",classProuni.csv
"['univ', 'oferec', 'bol', 'estud', 'integr', 'parc', 'reg']",Cosine,"{'classCadunico.csv': 0.0, 'classCensoEscolar.csv': 0.06348584335357273, 'classDataSUS.csv': 0.0, 'classIbama.csv': 0.0, 'classProuni.csv': 0.23971251736537255, 'classFies.csv': 0.15462182986741113, 'classIBGE.csv': 0.0, 'classEducacaoSuperior.csv': 0.03215991072421174}",classProuni.csv
"['univ', 'oferec', 'bol', 'estud', 'integr', 'parc', 'reg']",LDA4,"{'classCadunico.csv': [0.02228206765651703, 1e-06, 1e-06, 0.021779602289199833, 0.011714036464691165, 1e-06, 0.016509226977825166], 'classCensoEscolar.csv': [0.013914852857589722, 1e-06, 1e-06, 0.007962317198514939, 0.008094064593315124, 1e-06, 0.017], 'classDataSUS.csv': [0.0050564312934875495, 0.00676512336730957, 1e-06, 0.020377449989318844, 0.018237579345703126, 1e-06, 0.011156633764505387], 'classIbama.csv': [1e-06, 1e-06, 1e-06, 1e-06, 0.01086106213927269, 1e-06, 1e-06], 'classProuni.csv': [0.005546947240829468, 1e-06, 0.09699999999999999, 1e-06, 0.040999999999999995, 0.033, 1e-06], 'classFies.csv': [0.006225261569023132, 1e-06, 0.02300628840923309, 1e-06, 0.020655956089496608, 1e-06, 0.016008947372436525], 'classIBGE.csv': [0.018558345437049862, 1e-06, 1e-06, 0.00705725920200348, 0.020882082551717758, 1e-06, 0.018432699263095854], 'classEducacaoSuperior.csv': [0.012999999225139615, 1e-06, 1e-06, 0.002341857999563217, 0.009617702364921571, 1e-06, 0.010005592107772828]}",classProuni.csv
"['univ', 'oferec', 'bol', 'estud', 'integr', 'parc', 'reg']",LDA+Cosine,"{'classCadunico.csv': [0.02228206765651703, 1e-06, 1e-06, 0.021779602289199833, 0.011714036464691165, 1e-06, 0.016509226977825166, 0.0], 'classCensoEscolar.csv': [0.013914852857589722, 1e-06, 1e-06, 0.007962317198514939, 0.008094064593315124, 1e-06, 0.017, 0.06348584335357273], 'classDataSUS.csv': [0.0050564312934875495, 0.00676512336730957, 1e-06, 0.020377449989318844, 0.018237579345703126, 1e-06, 0.011156633764505387, 0.0], 'classIbama.csv': [1e-06, 1e-06, 1e-06, 1e-06, 0.01086106213927269, 1e-06, 1e-06, 0.0], 'classProuni.csv': [0.005546947240829468, 1e-06, 0.09699999999999999, 1e-06, 0.040999999999999995, 0.033, 1e-06, 0.23971251736537255], 'classFies.csv': [0.006225261569023132, 1e-06, 0.02300628840923309, 1e-06, 0.020655956089496608, 1e-06, 0.016008947372436525, 0.15462182986741113], 'classIBGE.csv': [0.018558345437049862, 1e-06, 1e-06, 0.00705725920200348, 0.020882082551717758, 1e-06, 0.018432699263095854, 0.0], 'classEducacaoSuperior.csv': [0.012999999225139615, 1e-06, 1e-06, 0.002341857999563217, 0.009617702364921571, 1e-06, 0.010005592107772828, 0.03215991072421174]}",classProuni.csv
"['rend', 'famil', 'méd', 'benefic', 'proun']",Cosine,"{'classCadunico.csv': 0.09993062780989564, 'classCensoEscolar.csv': 0.0, 'classDataSUS.csv': 0.0, 'classIbama.csv': 0.0, 'classProuni.csv': 0.1418158377741196, 'classFies.csv': 0.020327890704543543, 'classIBGE.csv': 0.05189992961076819, 'classEducacaoSuperior.csv': 0.009513029883089882}",classProuni.csv
"['rend', 'famil', 'méd', 'benefic', 'proun']",LDA4,"{'classCadunico.csv': [0.021, 0.006299138069152832, 0.024, 1e-06, 1e-06], 'classCensoEscolar.csv': [1e-06, 0.007185432761907576, 0.007881739228963852, 1e-06, 1e-06], 'classDataSUS.csv': [1e-06, 1e-06, 0.017501325845718382, 0.01780364191532135, 1e-06], 'classIbama.csv': [0.012039382338523865, 0.0037607378959655757, 1e-06, 1e-06, 1e-06], 'classProuni.csv': [0.010474573016166687, 0.0054425354599952685, 0.012530784130096437, 0.035000004172325135, 0.043], 'classFies.csv': [0.00500953233242035, 1e-06, 1e-06, 1e-06, 1e-06], 'classIBGE.csv': [0.020564541578292846, 0.006549446046352387, 0.007042203903198242, 1e-06, 1e-06], 'classEducacaoSuperior.csv': [1e-06, 1e-06, 1e-06, 1e-06, 1e-06]}",classProuni.csv
"['rend', 'famil', 'méd', 'benefic', 'proun']",LDA+Cosine,"{'classCadunico.csv': [0.021, 0.006299138069152832, 0.024, 1e-06, 1e-06, 0.09993062780989564], 'classCensoEscolar.csv': [1e-06, 0.007185432761907576, 0.007881739228963852, 1e-06, 1e-06, 0.0], 'classDataSUS.csv': [1e-06, 1e-06, 0.017501325845718382, 0.01780364191532135, 1e-06, 0.0], 'classIbama.csv': [0.012039382338523865, 0.0037607378959655757, 1e-06, 1e-06, 1e-06, 0.0], 'classProuni.csv': [0.010474573016166687, 0.0054425354599952685, 0.012530784130096437, 0.035000004172325135, 0.043, 0.1418158377741196], 'classFies.csv': [0.00500953233242035, 1e-06, 1e-06, 1e-06, 1e-06, 0.020327890704543543], 'classIBGE.csv': [0.020564541578292846, 0.006549446046352387, 0.007042203903198242, 1e-06, 1e-06, 0.05189992961076819], 'classEducacaoSuperior.csv': [1e-06, 1e-06, 1e-06, 1e-06, 1e-06, 0.009513029883089882]}",classProuni.csv
"['institu', 'públic', 'ensin']",Cosine,"{'classCadunico.csv': 0.0, 'classCensoEscolar.csv': 0.27476597812997533, 'classDataSUS.csv': 0.051130999256491366, 'classIbama.csv': 0.0, 'classProuni.csv': 0.33565300873354437, 'classFies.csv': 0.2361887464866651, 'classIBGE.csv': 0.0, 'classEducacaoSuperior.csv': 0.39300060063125974}",classEducacaoSuperior.csv
"['institu', 'públic', 'ensin']",LDA4,"{'classCadunico.csv': [0.005481867790222168, 0.016026210129261018, 0.014894034683704375], 'classCensoEscolar.csv': [0.012656704902648927, 0.010693405866622926, 0.051], 'classDataSUS.csv': [0.02091782283782959, 0.01, 1e-06], 'classIbama.csv': [0.011046250820159913, 0.004287078380584717, 1e-06], 'classProuni.csv': [0.040999999999999995, 0.022000000000000002, 0.066], 'classFies.csv': [0.005800989747047424, 0.03, 0.057999999999999996], 'classIBGE.csv': [1e-06, 0.0061362385749816895, 0.024968652486801145], 'classEducacaoSuperior.csv': [0.015514959692955016, 0.032, 0.048]}",classProuni.csv
"['institu', 'públic', 'ensin']",LDA+Cosine,"{'classCadunico.csv': [0.005481867790222168, 0.016026210129261018, 0.014894034683704375, 0.0], 'classCensoEscolar.csv': [0.012656704902648927, 0.010693405866622926, 0.051, 0.27476597812997533], 'classDataSUS.csv': [0.02091782283782959, 0.01, 1e-06, 0.051130999256491366], 'classIbama.csv': [0.011046250820159913, 0.004287078380584717, 1e-06, 0.0], 'classProuni.csv': [0.040999999999999995, 0.022000000000000002, 0.066, 0.33565300873354437], 'classFies.csv': [0.005800989747047424, 0.03, 0.057999999999999996, 0.2361887464866651], 'classIBGE.csv': [1e-06, 0.0061362385749816895, 0.024968652486801145, 0.0], 'classEducacaoSuperior.csv': [0.015514959692955016, 0.032, 0.048, 0.39300060063125974]}",classEducacaoSuperior.csv
"['univ', 'estad', 'reg']",Cosine,"{'classCadunico.csv': 0.0, 'classCensoEscolar.csv': 0.0323254091917618, 'classDataSUS.csv': 0.0, 'classIbama.csv': 0.0, 'classProuni.csv': 0.061027819769735335, 'classFies.csv': 0.0, 'classIBGE.csv': 0.0, 'classEducacaoSuperior.csv': 0.024562537539453734}",classProuni.csv
"['univ', 'estad', 'reg']",LDA4,"{'classCadunico.csv': [0.02228206765651703, 0.017020636796951295, 0.016509226977825166], 'classCensoEscolar.csv': [0.013914852857589722, 0.01270913350582123, 0.017], 'classDataSUS.csv': [0.0050564312934875495, 0.02202799558639526, 0.011156633764505387], 'classIbama.csv': [1e-06, 0.0062990083694458, 1e-06], 'classProuni.csv': [0.005546947240829468, 0.011269139528274536, 1e-06], 'classFies.csv': [0.006225261569023132, 0.029132913708686824, 0.016008947372436525], 'classIBGE.csv': [0.018558345437049862, 0.026311216950416563, 0.018432699263095854], 'classEducacaoSuperior.csv': [0.012999999225139615, 0.01639147567749023, 0.010005592107772828]}",classIBGE.csv
"['univ', 'estad', 'reg']",LDA+Cosine,"{'classCadunico.csv': [0.02228206765651703, 0.017020636796951295, 0.016509226977825166, 0.0], 'classCensoEscolar.csv': [0.013914852857589722, 0.01270913350582123, 0.017, 0.0323254091917618], 'classDataSUS.csv': [0.0050564312934875495, 0.02202799558639526, 0.011156633764505387, 0.0], 'classIbama.csv': [1e-06, 0.0062990083694458, 1e-06, 0.0], 'classProuni.csv': [0.005546947240829468, 0.011269139528274536, 1e-06, 0.061027819769735335], 'classFies.csv': [0.006225261569023132, 0.029132913708686824, 0.016008947372436525, 0.0], 'classIBGE.csv': [0.018558345437049862, 0.026311216950416563, 0.018432699263095854, 0.0], 'classEducacaoSuperior.csv': [0.012999999225139615, 0.01639147567749023, 0.010005592107772828, 0.024562537539453734]}",classProuni.csv
"['alun', 'faz', 'cur', 'sup', 'noturn', 'reg']",Cosine,"{'classCadunico.csv': 0.04561188253094411, 'classCensoEscolar.csv': 0.11428758022062363, 'classDataSUS.csv': 0.0, 'classIbama.csv': 0.0, 'classProuni.csv': 0.08630637040042062, 'classFies.csv': 0.018556740475630138, 'classIBGE.csv': 0.0, 'classEducacaoSuperior.csv': 0.15631503171567185}",classEducacaoSuperior.csv
"['alun', 'faz', 'cur', 'sup', 'noturn', 'reg']",LDA4,"{'classCadunico.csv': [0.013480387955904009, 1e-06, 0.04199999749660492, 1e-06, 1e-06, 0.016509226977825166], 'classCensoEscolar.csv': [0.032, 1e-06, 0.0379999977350235, 0.03699999779462814, 1e-06, 0.017], 'classDataSUS.csv': [1e-06, 1e-06, 0.036000000000000004, 1e-06, 1e-06, 0.011156633764505387], 'classIbama.csv': [1e-06, 1e-06, 0.04, 0.012348640739917757, 1e-06, 1e-06], 'classProuni.csv': [0.005698698997497558, 1e-06, 0.006067940711975097, 0.010999999344348909, 1e-06, 1e-06], 'classFies.csv': [0.032, 1e-06, 0.027999999999999997, 0.07699999541044235, 1e-06, 0.016008947372436525], 'classIBGE.csv': [1e-06, 1e-06, 0.006905893206596374, 0.011021031975746156, 1e-06, 0.018432699263095854], 'classEducacaoSuperior.csv': [0.043, 1e-06, 0.07399999558925628, 0.047999997138977055, 1e-06, 0.010005592107772828]}",classEducacaoSuperior.csv
"['alun', 'faz', 'cur', 'sup', 'noturn', 'reg']",LDA+Cosine,"{'classCadunico.csv': [0.013480387955904009, 1e-06, 0.04199999749660492, 1e-06, 1e-06, 0.016509226977825166, 0.04561188253094411], 'classCensoEscolar.csv': [0.032, 1e-06, 0.0379999977350235, 0.03699999779462814, 1e-06, 0.017, 0.11428758022062363], 'classDataSUS.csv': [1e-06, 1e-06, 0.036000000000000004, 1e-06, 1e-06, 0.011156633764505387, 0.0], 'classIbama.csv': [1e-06, 1e-06, 0.04, 0.012348640739917757, 1e-06, 1e-06, 0.0], 'classProuni.csv': [0.005698698997497558, 1e-06, 0.006067940711975097, 0.010999999344348909, 1e-06, 1e-06, 0.08630637040042062], 'classFies.csv': [0.032, 1e-06, 0.027999999999999997, 0.07699999541044235, 1e-06, 0.016008947372436525, 0.018556740475630138], 'classIBGE.csv': [1e-06, 1e-06, 0.006905893206596374, 0.011021031975746156, 1e-06, 0.018432699263095854, 0.0], 'classEducacaoSuperior.csv': [0.043, 1e-06, 0.07399999558925628, 0.047999997138977055, 1e-06, 0.010005592107772828, 0.15631503171567185]}",classEducacaoSuperior.csv
"['alun', 'ingr', 'univ', 'vestibul']",Cosine,"{'classCadunico.csv': 0.0, 'classCensoEscolar.csv': 0.1259758149650672, 'classDataSUS.csv': 0.0, 'classIbama.csv': 0.0, 'classProuni.csv': 0.026425821129084495, 'classFies.csv': 0.022727272727272728, 'classIBGE.csv': 0.0, 'classEducacaoSuperior.csv': 0.1701742519246068}",classEducacaoSuperior.csv
"['alun', 'ingr', 'univ', 'vestibul']",LDA4,"{'classCadunico.csv': [0.013480387955904009, 1e-06, 0.02228206765651703, 0.012359314978122713], 'classCensoEscolar.csv': [0.032, 1e-06, 0.013914852857589722, 0.007781790912151337], 'classDataSUS.csv': [1e-06, 1e-06, 0.0050564312934875495, 1e-06], 'classIbama.csv': [1e-06, 1e-06, 1e-06, 1e-06], 'classProuni.csv': [0.005698698997497558, 1e-06, 0.005546947240829468, 1e-06], 'classFies.csv': [0.032, 1e-06, 0.006225261569023132, 1e-06], 'classIBGE.csv': [1e-06, 1e-06, 0.018558345437049862, 1e-06], 'classEducacaoSuperior.csv': [0.043, 1e-06, 0.012999999225139615, 0.0022887620329856877]}",classEducacaoSuperior.csv
"['alun', 'ingr', 'univ', 'vestibul']",LDA+Cosine,"{'classCadunico.csv': [0.013480387955904009, 1e-06, 0.02228206765651703, 0.012359314978122713, 0.0], 'classCensoEscolar.csv': [0.032, 1e-06, 0.013914852857589722, 0.007781790912151337, 0.1259758149650672], 'classDataSUS.csv': [1e-06, 1e-06, 0.0050564312934875495, 1e-06, 0.0], 'classIbama.csv': [1e-06, 1e-06, 1e-06, 1e-06, 0.0], 'classProuni.csv': [0.005698698997497558, 1e-06, 0.005546947240829468, 1e-06, 0.026425821129084495], 'classFies.csv': [0.032, 1e-06, 0.006225261569023132, 1e-06, 0.022727272727272728], 'classIBGE.csv': [1e-06, 1e-06, 0.018558345437049862, 1e-06, 0.0], 'classEducacaoSuperior.csv': [0.043, 1e-06, 0.012999999225139615, 0.0022887620329856877, 0.1701742519246068]}",classEducacaoSuperior.csv
"['cur', 'licenciat', 'ofert', 'univ', 'fed']",Cosine,"{'classCadunico.csv': 0.06662041853993043, 'classCensoEscolar.csv': 0.03755873143771008, 'classDataSUS.csv': 0.0, 'classIbama.csv': 0.0, 'classProuni.csv': 0.0, 'classFies.csv': 0.0, 'classIBGE.csv': 0.0, 'classEducacaoSuperior.csv': 0.11415635859707857}",classEducacaoSuperior.csv
"['cur', 'licenciat', 'ofert', 'univ', 'fed']",LDA4,"{'classCadunico.csv': [0.04199999749660492, 0.015129860401153562, 1e-06, 0.02228206765651703, 0.016413055747747422], 'classCensoEscolar.csv': [0.0379999977350235, 0.011875564813613891, 1e-06, 0.013914852857589722, 0.011079140424728394], 'classDataSUS.csv': [0.036000000000000004, 1e-06, 1e-06, 0.0050564312934875495, 0.011000000000000001], 'classIbama.csv': [0.04, 1e-06, 1e-06, 1e-06, 0.028999999999999998], 'classProuni.csv': [0.006067940711975097, 0.0054429672062397, 1e-06, 0.005546947240829468, 0.011789464235305785], 'classFies.csv': [0.027999999999999997, 0.005206756114959715, 1e-06, 0.006225261569023132, 0.037000000000000005], 'classIBGE.csv': [0.006905893206596374, 1e-06, 1e-06, 0.018558345437049862, 0.02374541842937469], 'classEducacaoSuperior.csv': [0.07399999558925628, 0.0108859344124794, 1e-06, 0.012999999225139615, 0.01714831161499024]}",classEducacaoSuperior.csv
"['cur', 'licenciat', 'ofert', 'univ', 'fed']",LDA+Cosine,"{'classCadunico.csv': [0.04199999749660492, 0.015129860401153562, 1e-06, 0.02228206765651703, 0.016413055747747422, 0.06662041853993043], 'classCensoEscolar.csv': [0.0379999977350235, 0.011875564813613891, 1e-06, 0.013914852857589722, 0.011079140424728394, 0.03755873143771008], 'classDataSUS.csv': [0.036000000000000004, 1e-06, 1e-06, 0.0050564312934875495, 0.011000000000000001, 0.0], 'classIbama.csv': [0.04, 1e-06, 1e-06, 1e-06, 0.028999999999999998, 0.0], 'classProuni.csv': [0.006067940711975097, 0.0054429672062397, 1e-06, 0.005546947240829468, 0.011789464235305785, 0.0], 'classFies.csv': [0.027999999999999997, 0.005206756114959715, 1e-06, 0.006225261569023132, 0.037000000000000005, 0.0], 'classIBGE.csv': [0.006905893206596374, 1e-06, 1e-06, 0.018558345437049862, 0.02374541842937469, 0.0], 'classEducacaoSuperior.csv': [0.07399999558925628, 0.0108859344124794, 1e-06, 0.012999999225139615, 0.01714831161499024, 0.11415635859707857]}",classEducacaoSuperior.csv
"['carg', 'horár', 'mín', 'cur', 'dist']",Cosine,"{'classCadunico.csv': 0.04996531390494782, 'classCensoEscolar.csv': 0.012519577145903361, 'classDataSUS.csv': 0.0, 'classIbama.csv': 0.0, 'classProuni.csv': 0.023635972962353268, 'classFies.csv': 0.0, 'classIBGE.csv': 0.0, 'classEducacaoSuperior.csv': 0.07610423906471905}",classEducacaoSuperior.csv
"['carg', 'horár', 'mín', 'cur', 'dist']",LDA4,"{'classCadunico.csv': [0.018190252780914302, 1e-06, 0.01254389190673828, 0.04199999749660492, 1e-06], 'classCensoEscolar.csv': [1e-06, 1e-06, 0.016761255055665968, 0.0379999977350235, 1e-06], 'classDataSUS.csv': [1e-06, 1e-06, 0.016881551027297968, 0.036000000000000004, 0.01875307416915893], 'classIbama.csv': [1e-06, 1e-06, 1e-06, 0.04, 1e-06], 'classProuni.csv': [0.010896090745925905, 1e-06, 0.0049830758273601535, 0.006067940711975097, 1e-06], 'classFies.csv': [1e-06, 1e-06, 0.0049830758273601535, 0.027999999999999997, 1e-06], 'classIBGE.csv': [1e-06, 1e-06, 0.010986951231956482, 0.006905893206596374, 1e-06], 'classEducacaoSuperior.csv': [1e-06, 1e-06, 0.009513144761323929, 0.07399999558925628, 0.011000000000000001]}",classEducacaoSuperior.csv
"['carg', 'horár', 'mín', 'cur', 'dist']",LDA+Cosine,"{'classCadunico.csv': [0.018190252780914302, 1e-06, 0.01254389190673828, 0.04199999749660492, 1e-06, 0.04996531390494782], 'classCensoEscolar.csv': [1e-06, 1e-06, 0.016761255055665968, 0.0379999977350235, 1e-06, 0.012519577145903361], 'classDataSUS.csv': [1e-06, 1e-06, 0.016881551027297968, 0.036000000000000004, 0.01875307416915893, 0.0], 'classIbama.csv': [1e-06, 1e-06, 1e-06, 0.04, 1e-06, 0.0], 'classProuni.csv': [0.010896090745925905, 1e-06, 0.0049830758273601535, 0.006067940711975097, 1e-06, 0.023635972962353268], 'classFies.csv': [1e-06, 1e-06, 0.0049830758273601535, 0.027999999999999997, 1e-06, 0.0], 'classIBGE.csv': [1e-06, 1e-06, 0.010986951231956482, 0.006905893206596374, 1e-06, 0.0], 'classEducacaoSuperior.csv': [1e-06, 1e-06, 0.009513144761323929, 0.07399999558925628, 0.011000000000000001, 0.07610423906471905]}",classEducacaoSuperior.csv
"['cur', 'mestr', 'dou', 'ofert', 'cidad']",Cosine,"{'classCadunico.csv': 0.04996531390494782, 'classCensoEscolar.csv': 0.03755873143771008, 'classDataSUS.csv': 0.0, 'classIbama.csv': 0.0, 'classProuni.csv': 0.0, 'classFies.csv': 0.0, 'classIBGE.csv': 0.025949964805384095, 'classEducacaoSuperior.csv': 0.11415635859707857}",classEducacaoSuperior.csv
